14681704088358430400,-199,high,1
18009605197948565376,-199,high,1
2168777486554775936,99,high,2
4532417846285842816,99,high,3
16104453568360700480,-99,high,1
15252794315170572736,-197,high,1
11200364644751965056,99,high,1
9835183283245520320,98,high,1
3030896741595321216,-198,high,1
10921742233368188864,-199,high,1
10462919821518951296,-199,high,1
9392608740822216640,99,high,2
8358588800978583488,99,high,3
16816656348426045888,200,exact,4
5976416018270537152,98,exact,1
701588706175438272,2,high,1
13177188562085272000,2,high,1
7377432789403469248,0,high,1
7365942649935875520,0,high,1
8062433551809791936,-1,high,1
5016722237087317888,-1,high,1
7304515479915356544,98,exact,2
18049506423988857216,100,low,1
2140336391503493504,100,low,2
6152873428543886720,99,low,1
12874629311115085184,99,low,2
7351411314794745216,100,low,1
9353359917042654592,100,low,2
3727488069114467712,99,low,1
15308307204411983232,99,low,2
7556100410390200192,99,low,1
10309887058963410816,99,low,2
1188442915078465408,100,low,1
17849604141081458560,100,low,2
6734025831414740864,98,exact,3
16263833377000952704,1,high,1
6165473917662454528,0,high,1
9034121872644039424,1,high,1
11766981812169682688,0,high,1
12517886024626861824,1,high,1
12308015679033699584,-1,high,1
10241071888470263104,-1,high,1
12600993643828108096,1,high,2
3782916871369804608,1,high,3
16409293730371497792,1,high,1
4907197194914360128,1,high,1
1732502416352490304,2,high,1
17985304307433378624,200,low,1
15661411265862470976,200,low,2
2072743855467015488,2,high,1
10782696871158576576,-1,high,1
6781538747937012160,0,high,1
916148448102537152,200,low,1
3204012357092854208,200,low,2
6753488712531933120,3,high,1
7946249824485838784,0,high,1
2741753275601372096,0,high,1
6389189475939571136,201,low,1
8676982453629144000,201,low,2
14409961937418533312,3,high,1
16577514289247371712,2,high,1
4692879155045066176,3,high,1
9807910178353603520,1,high,1
16410397564246410944,101,exact,1
5870009250427869376,2,high,1
13842550369321776256,100,high,1
15453062856259622784,101,exact,2
12393662556741335424,2,high,1
13005373201405437568,1,high,1
3253057832438769024,2,high,1
9191604377950407552,199,low,1
6867711325049378176,199,low,2
1846884841194698880,4,high,1
11776142195921149312,2,high,1
11491918825616991360,3,high,1
14830761420936579712,200,low,1
17082525589449479296,200,low,2
10694643525448352960,5,high,1
3672566017605725824,3,high,1
1346872250572675264,4,high,1
13964393217221480128,199,low,1
16067736859012083136,199,low,2
16682843492302513088,101,exact,3
4815137899356728768,1,high,1
6801280679805255104,0,high,1
7024476875413549504,200,low,1
4736613541059915712,200,low,2
4707228516104119232,0,high,1
8296459538434633536,-3,high,1
7350510275901942080,200,low,1
5098745811025033024,200,low,2
1229135986384267584,1,high,1
3529579419572310336,-1,high,1
10940589402105427264,0,high,1
6838732481908847424,-1,high,1
12615160554853269312,0,high,1
2150761690509680960,-1,high,1
10139258853284105472,97,high,1
11902027019613836032,97,high,2
9650192454119918848,97,high,3
12702473784520411136,1,high,1
10560839167612665600,1,high,1
16764182976687026176,100,high,1
18253863870963676928,1,high,1
15751737215150208000,0,high,1
16439826062233392640,98,high,1
798043843684070720,0,high,1
4671830647141231424,100,high,2
12786632901960661824,100,high,3
17304252619015555136,-1,high,1
8623725550554072384,-1,high,1
12162842778510962752,1,high,1
1761122462336650560,0,high,1
8659520410618897472,98,high,1
16781343731763908160,-1,high,1
1342827751907983104,-1,high,1
13255717489990767104,98,high,2
12160467747231559936,98,high,3
15448424567372480256,-1,high,1
5601309385653550400,-1,high,1
281272616224137984,100,high,1
1221989180396588352,97,high,1
576318797118647040,0,high,1
8246576661605322560,-1,high,1
13601807966747060992,-1,high,1
15186477979459245888,100,high,2
2551190898276353856,100,high,3
15823548603684034368,101,exact,4
14521840276018489664,98,exact,1
528459943787594048,2,high,1
16762467435512657216,2,high,1
13430957425430581568,0,high,1
3602979930570674496,0,high,1
12963105820056851264,-1,high,1
1272184102756377344,-1,high,1
3559977689238961408,98,exact,2
2135397014739949824,99,low,1
18044462080539855104,99,low,2
9448943282842677504,100,low,1
7271581906216558848,100,low,2
13402929312524998912,99,low,1
6757791837985802496,99,low,2
17275529104129179904,100,low,1
610159534817562880,100,low,2
13031475431854074624,100,low,1
5985744812504054528,100,low,2
14734513672366666496,99,low,1
3148923183946113792,99,low,2
9327412526496768768,98,exact,3
5063861332906773248,1,high,1
16277745602207485696,2,high,1
13687815289693722368,1,high,1
14399790987268108032,98,high,1
13558232627775208704,200,low,1
11466521592219561216,200,low,2
14576347015917733376,3,high,1
4839573276595936896,0,high,1
9842219389971272320,0,high,1
5571644179215983744,99,exact,1
16488835019271964800,201,low,1
14401909118414297216,201,low,2
2801687183304060288,2,high,1
1521760963684210048,0,high,1
6725012813866260864,-1,high,1
197016662369507712,98,high,1
12339187151293822336,200,low,1
9814567661653173632,200,low,2
12058239636862999680,2,high,1
9701360996814644352,2,high,1
2417718030972862592,1,high,1
16767380046687913600,0,high,1
829985743422831232,199,low,1
2922118991443536512,199,low,2
6126618535115949184,3,high,1
5369807479812037504,3,high,1
15266098459272927360,2,high,1
1592287543500500608,101,low,1
4576059241524408448,101,low,2
8750244800159866240,5,high,1
14097160039145158784,4,high,1
18425653217435844992,3,high,1
3228906601690126208,101,low,1
3744757786180236416,101,low,2
5368957361514439872,4,high,1
17014261344641339008,3,high,1
14724610192091756736,2,high,1
692622280655638208,101,low,1
2307299846326112448,101,low,2
128288769265854144,101,low,3
2229468574840423872,101,low,4
2211720713620877248,98,exact,1
10739417437268053504,1,high,1
7111828523218094592,1,high,1
3023538622942393344,-1,high,1
5779025897612718080,-1,high,1
7693486211291457024,-2,high,1
8328517955948806720,-2,high,1
6004695369829358656,98,exact,2
9192152513468102720,100,low,1
10977995712308865088,100,low,2
12356105440657262656,99,low,1
5526214174405908544,99,low,2
2995274146175384640,98,low,1
14869165348235865152,98,low,2
3935573012214445120,101,low,1
15084046229068538944,101,low,2
7925188698982407744,100,low,1
9958399735324593728,100,low,2
1538391465349088832,99,low,1
17478975993299637824,99,low,2
6364523862577862208,98,exact,3
11485454418079628864,2,high,1
9499579420520410688,2,high,1
4403887357176404544,202,low,1
2461969365438085440,202,low,2
2504590278887961920,2,high,1
1203456218160888256,1,high,1
9530540376613947328,201,low,1
11201626369959552192,201,low,2
14751695827137952448,2,high,1
17099565599104500416,2,high,1
5359988896566060736,1,high,1
9466082001198260416,0,high,1
6947725599677963456,199,low,1
4855592332294114496,199,low,2
10286181695088776128,3,high,1
17743546832533000640,2,high,1
18144033530216737728,201,low,1
16500030641754704064,201,low,2
9674734353835708864,3,high,1
2508898014625798848,5,high,1
7672181440746543296,201,low,1
3562633363696217280,201,low,2
12892838521806155200,4,high,1
12912163164615105728,5,high,1
13744990961098761920,201,low,1
11670911701766555072,201,low,2
2161410967768037760,3,high,1
32611114129557440,4,high,1
973595738038042048,201,low,1
1348128823313866432,201,low,2
7168026491808426176,199,low,3
10583285152238647488,199,low,4
14569617846231070144,98,exact,1
9222259546712175360,1,high,1
13128687964677885952,1,high,1
7770418954180359936,-1,high,1
9515338792271270912,-1,high,1
8259931669144851968,-2,high,1
6162920007589107008,-2,high,1
8450784195489893184,98,exact,2
6449955034570387264,99,low,1
13711891878412812096,99,low,2
10190086311156670272,100,low,1
7683931991112470336,100,low,2
13694432640734381888,101,low,1
6468540172159440704,101,low,2
15912805850490206016,98,low,1
4259594295351011136,98,low,2
8475213491304476224,99,low,1
10544821365378760256,99,low,2
953806573898331712,100,low,1
16930193094931965504,100,low,2
4627088385020208704,98,exact,3
9728174409203043904,2,high,1
11945385465245301056,2,high,1
267300750743975232,202,low,1
10119946173318077760,202,low,2
12893757260493534784,-96,high,1
13756351133105839552,0,high,1
3648773082431839168,201,low,1
13648134729703355328,201,low,2
15338523486220913344,3,high,1
14654182934536820160,3,high,1
5910813317980477120,2,high,1
10935742489577283776,101,low,1
13716296976515120832,101,low,2
10298241148237467584,3,high,1
3060293882250003648,5,high,1
7120239659173463744,201,low,1
4168143349514334912,201,low,2
591735730910042048,3,high,1
9378694562744883392,2,high,1
10911456418336496320,201,low,1
1777134311244493504,201,low,2
6300432491402651584,3,high,1
7549206561087664576,4,high,1
9047377127774368704,201,low,1
17458868475375426496,201,low,2
8085587372034080896,4,high,1
6039027593625622976,5,high,1
5081319694460771264,201,low,1
14501758645517120448,201,low,2
13298266307947218368,101,low,3
5272164198660462016,101,low,4
13425831984887795904,99,exact,1
12308562623964605440,1,high,1
14290472573518591232,1,high,1
13761543138220271616,-1,high,1
1636539397639020800,-1,high,1
5650150735801281280,-2,high,1
8950977644990134848,-2,high,1
6699213116184421440,99,exact,2
8087763753483436096,99,low,1
10949720352728387648,99,low,2
11877434935452512320,100,low,1
4836191763043622976,100,low,2
10931133808402671680,100,low,1
8105224397898266688,100,low,2
13982822840582893632,99,low,1
2721385458482143296,99,low,2
5284538738237838144,99,low,1
12582715505948853056,99,low,2
9352994418307457856,99,low,1
7351062285600289600,99,low,2
14755657730433626944,99,exact,3
860596329206700864,1,high,1
10122365097115981376,3,high,1
12454108967048473664,1000000,low,1
3924258361422281792,1000000,low,2
12512160613891779904,3,high,1
354906023033322688,1,high,1
9701525341121520320,1000000,low,1
12626722619025751232,1000000,low,2
7191940479062704064,5,high,1
15637297078116293312,4,high,1
16507077402446799808,3,high,1
3922243816850159040,201,low,1
2979685133425219264,101,low,2
13593581144024948160,4,high,1
13653715225788034240,5,high,1
12721136368244971200,201,low,1
12663526282647745984,201,low,2
2058012608305111488,3,high,1
2532163419449259968,4,high,1
13378639821848436160,201,low,2
4042996160900030912,4,high,1
16994006101450826944,3,high,1
17337019347887308480,1000000,low,1
15636756888303001792,1000000,low,2
5622839326629063040,5,high,1
14464491715816491712,5,high,1
15272712575393665216,1000000,low,1
18044252021790330560,1000000,low,2
10062864025343883456,101,low,3
8791284154066069696,101,low,4
13181077080364257408,99,exact,1
13420405193361072896,1,high,1
14622978934224893248,1,high,1
12543868050035844864,-1,high,1
1875911024880886080,-1,high,1
12076025364567352576,-2,high,1
11616113302176391488,-2,high,1
11831076561851276544,99,exact,2
9868950214528612608,100,low,1
8015623399381051648,100,low,2
6637513661896263936,99,low,1
13534888562708027648,99,low,2
8033084654620610816,99,low,1
9850363059377864960,99,low,2
4234783245377358080,100,low,1
15928178555220580608,100,low,2
7035435159345226496,99,low,1
9685652825044185856,99,low,2
4652458381171078912,99,low,1
12058494459666048768,99,low,2
2908776699800405312,99,exact,3
17251565815739297088,1,high,1
8408733744558386944,3,high,1
6061262049075877120,1000000,low,1
14897286991614395648,1000000,low,2
5277290434292374336,3,high,1
18168909043477448064,1,high,1
9109289198412143488,1000000,low,1
6337460728080647552,1000000,low,2
9752065311653202368,4,high,1
2434997629633373056,3,high,1
111542198508410304,2,high,1
14143736831500805056,101,low,1
17136540734093147584,101,low,2
7241356155918678400,3,high,1
8787494286548568000,4,high,1
8359315284707507648,201,low,1
7725130049832754880,201,low,2
14148034700947342720,4,high,1
16693933287062789312,5,high,1
17502770661890973376,201,low,1
9016968271435101888,201,low,2
8779454173076694400,5,high,1
18402419503486879424,5,high,1
16441840381419052224,1000000,low,1
14822676790877815488,1000000,low,2
1304739310716530880,4,high,1
3864276522154446016,3,high,1
3381933643416753856,1000000,low,1
537782191407007936,1000000,low,2
6016268751848938624,101,low,3
11734277631547280512,101,low,4
15753345638391512704,101,exact,5
16003351594799088960,0,high,1
15837481095887455360,-97,high,1
7253123328548507776,-98,high,1
12976957518673857664,-100,high,1
12992770314533766272,-99,high,1
13660832235203661440,-100,high,1
10946131214166210240,-101,high,1
13197895686892759232,0,high,2
5827907362412017856,0,high,3
17014683262716255424,-98,high,1
14533972162740425920,100,high,1
2619160976452364480,-98,high,1
18035284148378264768,-99,high,1
17635801444877548736,-97,high,1
17566395835941856960,-99,high,1
15499450803831737984,-100,high,1
12641871528378445952,100,high,2
7888364979326189696,100,high,3
13456475623213802624,-99,high,1
2098493966325588096,-98,high,1
4687562462046255232,-98,high,1
15841706272863304832,1,high,1
11217891916151970944,1,high,1
15157822759569915520,-98,high,1
13261441569736715968,-98,high,1
10209376052446218432,1,high,2
173982996353212608,1,high,3
99345782728448192,-99,high,1
2148565158134220992,-99,high,1
6453347608846917824,1,high,1
15769800956787097280,-99,high,1
7714549916490865344,-98,high,1
11090275445305502912,-99,high,1
5235568560088197248,-99,high,1
247394793084794496,1,high,2
17494373046789908096,1,high,3
2257269353998806400,-98,high,1
4437326955987196544,-97,high,1
5169421569686033792,1,high,1
5929532504507945600,-98,high,1
8467408958177431936,-98,high,1
5422000438701798272,0,high,1
11819722211790262464,-99,high,1
17279893024697388736,1,high,2
2191019906434834112,1,high,3
6862958120562322880,-100,high,1
15615825631789981888,-99,high,1
563010492602668480,-98,high,1
13216918750789232832,-99,high,1
15508116666605846976,0,high,1
5186001803295091648,-99,high,1
13671099595981494912,-100,high,1
1796631467047090048,0,high,2
565631537997976704,0,high,3
8753021118200355456,-101,high,1
16330324009554319552,-100,high,1
2420382808377303680,-98,high,1
10195467949019582656,-99,high,1
17397756830892406400,-99,high,1
9583651784234603200,-100,high,1
5353958667582305920,-100,high,1
2616437518993803968,-98,high,2
15414106112532437696,-98,high,3
9779653998753951424,100,high,4
15902310387147512512,100,high,5
9321655196049408256,0,high,1
12823777556035843264,-98,high,1
6774114677658468544,-97,high,1
920452469437260992,-99,high,1
9557228928223536320,-100,high,1
379558240743499456,-101,high,1
12035296651060860544,-100,high,1
9783462033532405888,0,high,2
6921307016462653568,0,high,3
12050154052723159168,-99,high,1
43601307297363072,-98,high,1
6667631155814624384,-98,high,1
14293499293276350592,1,high,1
9667059406413908096,1,high,1
14978648490361383552,-98,high,1
11929935172240276160,-98,high,1
10388471049543965888,1,high,2
2301236680772285632,1,high,3
13373846636910423232,-98,high,1
9391510277092509888,-98,high,1
622449097590037696,100,high,1
8557865767300543680,-97,high,1
1698020496081176768,-99,high,1
9169831332921636544,-100,high,1
3762611520873691776,-99,high,1
6465491663838424192,100,high,2
10256804644837782656,100,high,3
9735134314755259520,-98,high,1
12600130742772914304,1,high,1
13408470898136797312,-97,high,1
13490619309069940352,-98,high,1
9426791077227174528,-98,high,1
17872898373185479808,-99,high,1
11634309739718191296,0,high,1
4317317008978304704,1,high,2
1951564232349918912,1,high,3
17766217054114737600,-99,high,1
16230665690251112128,1,high,1
14663747192411800000,-99,high,1
6633740030141365952,-98,high,1
17579960539577447872,-99,high,1
5006025453884694464,-99,high,1
2482259479824446592,-99,high,1
13325498442016506496,1,high,2
10958040320807156352,1,high,3
15655910258926832000,-101,high,1
7762827155970617472,-98,high,1
16450144515489195392,-100,high,1
15459227159082999936,-99,high,1
4533650645149598080,-99,high,1
2745429458054488960,-100,high,1
6081168375163198144,-100,high,1
14914736184718748864,-98,high,2
17151009406933472448,-98,high,3
10422979459259079360,-100,high,1
4470546121381178496,-98,high,1
12514250683118794432,-99,high,1
9456359755379915904,0,high,1
8578205874222404288,-99,high,1
9996251238055739008,-100,high,1
14715444062301213376,-99,high,1
15877389106130540160,0,high,2
6022210682842906240,0,high,3
11613562111054388864,100,high,4
6542195791361687168,100,high,5
1373005857489199424,-1,high,1
11004099883642503296,-100,high,1
8002390299747124352,-99,high,1
2614829499580545664,-99,high,1
6741678256177512064,-102,high,1
7455912843414005888,-102,high,1
9090708522267102400,-101,high,1
6838873638935909056,-1,high,2
13339721172591985344,-1,high,3
9085984697883470528,-99,high,1
7108413211259697856,-99,high,1
2808541866941944512,1,high,1
11938623616245304512,-99,high,1
1475072645165344960,-98,high,1
16618148784624836288,-99,high,1
4026056826747247232,-99,high,1
8942452068964451456,-98,high,2
10214000261468804224,1,high,3
2417885041241996416,-98,high,1
6694197743421832320,-98,high,3
1539975652804252800,-99,high,1
7344999321685871232,-99,high,1
10019876853766986880,-98,high,1
9964067299403297408,98,high,1
5945766475458940544,-100,high,1
8155832587739925120,-100,high,1
8152769319829224640,-98,high,1
1617323834995266240,98,high,2
14646958079611613888,98,high,3
7812632517881735616,-99,high,1
13892827908572987072,-98,high,1
17455631899318084032,-98,high,1
8949473219043656896,-100,high,1
2479024225134021568,-100,high,1
3456157059833984448,-100,high,1
17576725030960515712,-100,high,1
7598273687963057280,-98,high,2
5299914392119821440,-98,high,3
638144440123012992,-100,high,1
87080234568047232,-99,high,1
10847469080264933248,-99,high,1
13675892866998263936,-100,high,1
11819838595347481984,-100,high,1
570387704593953664,-100,high,1
14881834645196791488,-100,high,1
6060026644002515136,-99,high,2
8423670318821298368,-99,high,3
740735698938355392,-99,high,1
2303950824248016000,-99,high,1
10670514515625285312,0,high,1
11747235044368664192,-98,high,1
12003284161250225344,-100,high,1
16156545610611053696,-100,high,1
2136977790838123712,-99,high,1
8334598303206510720,0,high,2
9371114684234563712,0,high,3
5630297998977153152,98,high,4
10040036476697002112,98,high,5
1330220922598574912,-1,high,1
12085487593529494912,-99,high,1
7959605433568521856,-100,high,1
12939501453565577600,-102,high,1
6649860527832853120,-99,high,1
12314361775526799488,-101,high,1
10215111481955167168,-102,high,1
12466946383731340736,-1,high,2
5389620469986043328,-1,high,3
10231074481213918656,-98,high,1
12626958484928821952,-97,high,1
15353337426769114560,1,high,1
13899961031519417024,-98,high,1
16658037778525254080,-98,high,1
15677498832889680832,0,high,1
3938235379645493376,-99,high,1
9034776840752737920,-99,high,2
10144193728885243520,1,high,3
2375099934410987136,-99,high,1
6745987678674245248,-99,high,3
6815211665671024256,-99,high,1
17452935538771949952,-98,high,1
13890976732111840896,-98,high,1
5677525647922217856,-100,high,1
1197735824680635520,-100,high,1
2093832496200692352,-100,high,1
13913140205540642240,-100,high,1
6596094149422152640,-98,high,2
8896123326970364864,-98,high,3
7260874214697417664,-99,high,1
16636727417475606720,-98,high,1
18055240949616899008,-99,high,1
17495246074296184000,-100,high,1
12148649496595588872,98,high,1
12624968687778193856,-98,high,1
6749831182628051584,-100,high,1
13004686050795951232,98,high,2
16702780058111071360,98,high,3
6104558585663870080,-99,high,1
7147187624731565696,0,high,1
14620207128097004672,-99,high,1
8576533376002644608,-100,high,1
17931740495111493760,-98,high,1
10908608112927783552,-99,high,1
6951742646761828544,-100,high,1
18079387316724319936,0,high,2
15715745617063591616,0,high,3
11869509394956398784,-100,high,1
10335764174693922176,-99,high,1
4245241552145545408,-99,high,1
11194290806754963840,-100,high,1
636448602370899136,-100,high,1
9380191962982633600,-100,high,1
4739065224440336320,-100,high,1
18347402983352408960,-99,high,2
16023939878007726976,-99,high,3
4189216458154488704,98,high,4
15508643082766590848,98,high,5
5159738946766465600,0,high,1
6276324961743050368,-100,high,1
4294399010751008640,-101,high,1
4842463201784664704,-102,high,1
16969308154609752960,-101,high,1
12943466387552801152,-100,high,1
9363391049198371008,-102,high,1
11615156068176142016,0,high,2
5114373983680597696,0,high,3
9353478627144558272,-100,high,1
452213604924468160,-99,high,1
15645553771175567040,-98,high,1
7609947430337569728,-99,high,1
704811953956866752,0,high,1
11027198259220668608,-99,high,1
7154420920401105280,-100,high,1
14276113406723783808,0,high,2
15648211753835667328,0,high,3
8437769964845954944,-101,high,1
14404506492692745856,-98,high,1
5194527489106566016,-100,high,1
8851325119152692864,-99,high,1
10571865052145319808,-99,high,1
9963569821655965056,-100,high,1
17886232938233799872,-100,high,1
7108868191433216704,-98,high,2
4780760476902959808,-98,high,3
4706897924802876096,-100,high,1
5241127042877554624,-99,high,1
16069008269228858048,-99,high,1
17601173860729800128,-100,high,1
17114213847648542912,-100,high,1
5648370304802133696,-100,high,1
9732141935547939712,-100,high,1
2130462545908469120,-99,high,2
4426904033698149760,-99,high,3
15056823143299530368,-99,high,1
16675917004078625920,0,high,1
5667291417788741248,-99,high,1
17529941339055763584,-100,high,1
8978345415886402176,-98,high,1
1378103853075976320,-99,high,1
16445640013307042496,-100,high,1
9125921869193522368,0,high,2
6798922719418897600,0,high,3
12624990692089696192,-100,high,1
8415656917867992768,-99,high,1
3559582581975140288,-100,high,1
6980708667902300864,-100,high,1
16249549862385144768,-99,high,1
10293478197829095104,99,high,1
6425844338413221760,-100,high,1
17479537415207481728,99,high,2
16378792655053994368,99,high,3
3302334196127080320,-101,high,1
11768898835680043200,-100,high,1
12936282269103085440,-100,high,1
13220767298579440832,-100,high,1
7161069552022832000,-100,high,1
5181977916684117952,-100,high,1
10481172376830601856,-100,high,1
3327880598577102528,-100,high,2
1067467888554559168,-100,high,3
10716454160148774592,99,high,4
543199147150051008,99,high,5
13010033660001746240,0,high,1
13285231876617326272,-101,high,1
14451834286038210688,-100,high,1
12426767194113886912,-101,high,1
1758911054519422080,-102,high,1
11958977298092525760,-102,high,1
11769246042116656256,-100,high,1
11984102903653118144,0,high,2
4726717978608672960,0,high,3
9705116180264306880,-101,high,1
2123291918721567360,-100,high,1
16015196911008313536,-98,high,1
8262436252430533248,-99,high,1
1055735960406877376,-99,high,1
8874480982955671680,-100,high,1
13085930961340867776,-100,high,1
15823663258796988544,-100,high,2
3043978415082539136,-98,high,3
9659944677303804032,-100,high,1
18115615443250765952,-100,high,3
17901094559294412928,-99,high,1
17137232908587989696,-99,high,1
7367785580932796544,0,high,1
5849183681307820224,-98,high,1
6106549870857054848,-100,high,1
1305337148276101824,-100,high,1
17258629827549604480,-99,high,1
9331627092870338240,0,high,2
8081158394569787072,0,high,3
11366271417698110912,-100,high,1
13147676968395540608,-99,high,1
283670673065706944,-99,high,1
11700334684806777984,-100,high,1
3589635997736337856,-100,high,1
13486256331930611072,-100,high,1
8701349191570928320,-100,high,1
14383087118735009408,-99,high,2
16673896068131724928,-99,high,3
11976097057105669504,-101,high,1
2933000615813599936,-100,high,1
4062655371141391744,-100,high,1
4367931340944332480,-100,high,1
16755256997117047168,-100,high,1
14703565397610059200,-100,high,1
1914875471489276032,-100,high,1
11945967765631782080,-100,high,2
9599409161012753600,-100,high,3
16020003070362491008,-100,high,1
17427331605624895616,-100,high,1
4611875896520528000,-99,high,1
16568830089491364992,-99,high,1
10441453140065109120,-100,high,1
17037719646855855744,-100,high,1
16522673155633952896,99,high,1
8070833116010967168,99,high,2
6186755728095084160,99,high,3
8953817112488222848,99,high,4
8738828028112346304,99,high,5
6451034423961518784,101,exact,6
15087556051478860032,97,exact,1
12602588236303686912,3,high,1
6439366969517775104,3,high,1
1304553104774915840,3,high,1
7772167423547368192,1,high,1
5848962648460162304,1,high,1
5222951317325009216,1,high,1
7546773928468205376,97,exact,2
6859325274595775296,98,low,1
12580704569617466176,98,low,2
14124265292991439680,97,low,1
4603344226164147008,97,low,2
14942348242545088832,97,low,1
1326436805821004096,97,low,2
2423284698731418944,196,low,1
98609968754912576,196,low,2
8574200922458694464,198,low,1
6197735843987086144,198,low,2
15760232417141214016,99,low,1
3103266265226107712,99,low,2
8868007317064620160,97,exact,3
13021751792414740608,-97,high,1
11571823553099210880,-192,high,1
9324268338027526464,200,exact,1
1774365718479075712,-195,high,1
12835096374574530368,1000000,exact,1
4681606861751175488,1000000,high,1
10500287380921814272,-196,high,1
12382212139460562368,1000000,exact,2
9456917140870631104,97,high,1
16854134148448756288,2,high,1
12917450848420794944,103,exact,1
14285586822928625472,1,high,1
5241470885659378752,1000000,low,1
12643232453437363264,1000000,low,2
4075647239184452416,1,high,1
8663739870149886784,4,high,1
16074636050125481792,3,high,1
1596617052332056896,1,high,1
4272917789741699904,200,exact,1
5150796118540664128,99,high,1
3380078435935461888,0,high,1
17786832331829890816,200,exact,2
9838862808255525888,1,high,1
13230863305582298624,3,high,1
8375971560460186112,202,low,1
7712979435007316224,202,low,2
10870566339035082240,3,high,1
17574975346959958272,5,high,1
8439615411505679616,103,exact,1
10359383892717333504,2,high,1
1839360661799109376,2,high,1
15854845739876556032,99,high,1
14415153696355697216,1,high,1
18348474908977093696,103,exact,2
10542432329799181888,102,exact,1
912546786455911040,5,high,1
14918756118289960576,202,low,1
15005287567154883968,202,low,2
646395873855077312,3,high,1
9111842086276793728,4,high,1
13678507167341130112,202,low,1
11737715316027904640,202,low,2
18249754214830136448,103,exact,3
4477470394378324544,-97,high,1
8852752289736310656,200,exact,1
8411952068242516288,-192,high,1
8471686663906381632,-195,high,1
3574399267983329920,100,high,1
7937587545136607552,-196,high,1
3989042067640368384,-98,high,1
3674126692604028608,200,exact,2
9300632858579139328,101,high,1
4602310129201835712,4,high,1
11020850887676873408,5,high,1
5894415385603132608,2,high,1
11544741019781071040,100,high,1
1368020308744462016,1,high,1
9480296367409148544,99,high,1
11768160066808523904,101,high,2
4942803769132563584,101,high,3
6755317447074246976,-99,high,1
2710656303974371136,-195,high,1
